Scheme Code,Scheme Name,Fund House,Category,Latest_NAV,Return_1Y,Return_3Y,Return_5Y,Expense_Ratio,Risk_Level,AUM_Cr
127269,Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.5002,11.69,48.26,15.27,0.43,Low,6911.88
127271,Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-1.07,62.24,59.92,0.87,High,34773.8
127268,Reliance Dual Advantage Fixed Tenure Fund V - Plan B - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.9439,-7.57,14.82,30.43,0.41,Low,18526.55
127523,Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Direct Plan -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.6324,13.82,25.96,147.58,1.08,Moderate,21467.28
127522,Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,9.03,65.3,19.38,1.27,Moderate,38726.39
127525,Reliance Dual Advantage Fixed Tenure Fund V - Plan C -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.1172,5.86,55.93,20.12,1.29,Low,21854.7
128178,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,22.9,28.56,65.12,0.38,Very High,6878.97
128176,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.0101,31.56,48.26,50.34,1.07,High,34699.77
128177,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,27.55,71.48,139.65,2.08,Moderate,22847.15
128175,Reliance Dual Advantage Fixed Tenure Fund V - Plan E - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.4985,14.53,72.14,16.53,0.33,Moderate,34634.19
128691,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-5.06,16.73,92.51,0.29,Very High,15653.54
128690,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.4429,26.48,63.09,113.54,0.48,High,32571.63
128692,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,2.15,33.42,33.8,1.85,High,10154.76
128689,Reliance Dual Advantage Fixed Tenure Fund V - Plan F- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.9359,30.38,64.8,136.14,1.61,Very High,6691.34
128987,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-5.41,41.54,112.55,1.81,Low,27206.68
128986,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.4266,1.12,8.43,91.34,1.15,High,2746.18
128985,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,15.16,70.4,48.98,0.7,Moderate,46662.55
128984,Reliance Dual Advantage Fixed Tenure Fund V- Plan G- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.867,28.79,7.17,97.76,1.42,Moderate,5915.88
129734,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Direct Plan- Dividend payout option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-0.77,51.3,107.23,2.06,Low,35572.47
129733,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.1888,30.31,52.01,48.29,0.43,Low,38661.44
129736,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,0.98,46.19,53.42,1.77,High,1878.34
129735,Reliance Dual Advantage Fixed Tenure Fund V- Plan H- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.6611,-3.14,30.58,28.49,1.92,Moderate,6555.64
130629,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.3187,23.21,12.68,26.99,1.98,Very High,34464.74
130631,Reliance Dual Advantage Fixed Tenure Fund VI- Plan A- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.969,33.71,35.33,137.35,1.89,Very High,10000.7
130630,Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Direct Plan- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,15.27,73.14,144.33,0.26,Moderate,2574.42
130632,Reliance Dual Advantage Fixed Tenure Fund- VI- Plan A- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,34.59,56.82,32.23,1.57,High,10787.0
130885,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Direct Plan- DIvidend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-3.18,41.26,138.75,1.53,Low,9654.84
130884,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.8692,29.97,51.75,45.81,0.2,High,23719.89
130883,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-6.81,26.15,23.8,2.24,Moderate,44418.5
130882,Reliance Dual Advantage Fixed Tenure Fund VI- Plan B- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.5666,33.49,61.4,54.83,1.13,Low,34377.14
131307,Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Direct Plan Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,14.35,35.65,129.73,1.09,Very High,48853.58
131308,Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.9531,9.51,54.94,103.56,0.9,Moderate,46022.53
131306,Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,24.92,57.55,64.14,0.65,Low,26903.39
131305,Reliance Dual Advantage Fixed Tenure Fund VI- Plan C- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.5547,33.62,33.8,125.85,1.17,High,16267.69
131342,Reliance Dual Advantage Fixed Tenure Fund VI Plan D- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.0261,24.83,45.06,121.88,0.36,Very High,18884.56
131345,Reliance Dual Advantage Fixed Tenure Fund VI- Plan D- Direct Plan- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-1.21,14.93,113.1,1.89,Low,41742.8
131343,Reliance Dual Advantage Fixed Tenure Fund VI- Plan D- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.4062,25.71,49.75,31.59,0.22,Low,38477.43
131344,Reliance Dual Advantage Fixed Tenure Fund VI- Plan D- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,25.13,66.42,110.26,2.22,High,4175.36
131462,Reliance Dual Advantage Fixed Tenure Fund VI- Plan E - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.3794,17.72,51.59,77.95,1.55,Moderate,49345.17
131464,Reliance Dual Advantage Fixed Tenure Fund VI- Plan E- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.7722,32.18,22.14,106.88,0.34,Very High,18639.78
131463,Reliance Dual Advantage Fixed Tenure Fund VI- Plan E- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,31.05,24.84,73.68,1.72,High,21504.26
132764,Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,21.98,39.24,113.73,2.49,Very High,47499.95
132763,Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.1552,-0.09,44.38,123.33,1.95,Low,1079.59
132765,Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-1.61,68.62,111.13,1.67,Low,17202.12
132762,Reliance Dual Advantage Fixed Tenure Fund VI- Plan F- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.7495,-1.29,65.64,136.13,1.44,Low,36441.39
133304,Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,22.44,46.36,116.99,1.95,Very High,23363.01
133305,Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.2224,8.0,17.86,122.54,2.13,High,939.35
133306,Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,22.66,58.34,15.6,0.61,Very High,2762.02
133303,Reliance Dual Advantage Fixed Tenure Fund VII - Plan B - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.8126,-4.75,69.09,47.23,0.76,Moderate,18937.13
133047,Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-1.95,6.3,89.75,1.34,Very High,4572.74
133046,Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Direct Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.1837,34.75,44.26,36.67,2.25,Moderate,39305.37
133048,Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-8.17,51.64,109.21,1.26,Low,22240.09
133045,Reliance Dual Advantage Fixed Tenure Fund VII- Plan A- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.7707,15.82,12.78,57.98,0.74,High,45610.26
133533,Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,2.08,15.84,93.04,2.26,Low,24494.78
133532,Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Direct Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.7793,24.09,19.27,81.57,0.57,Moderate,15559.72
133530,Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-4.85,13.07,94.47,0.77,High,40372.41
133531,Reliance Dual Advantage Fixed Tenure Fund VII- Plan C- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.3802,-4.09,52.97,98.84,2.43,Moderate,35979.96
133986,Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.9999,21.12,38.63,139.34,2.24,Low,8361.68
133987,Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,22.19,5.79,134.11,0.39,Moderate,41095.96
133985,Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,5.49,25.32,94.51,0.95,Moderate,40097.7
133984,Reliance Dual Advantage Fixed Tenure Fund VII- Plan D- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.6425,-8.27,65.59,50.32,1.6,Moderate,8186.53
134412,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-8.91,5.26,139.17,1.05,Moderate,27744.73
134410,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Direct Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.844,14.53,60.93,137.54,1.12,Very High,3378.8
134411,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,11.14,12.9,30.16,2.32,Moderate,49428.17
134409,Reliance Dual Advantage Fixed Tenure Fund VII- Plan E- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.6297,-9.84,24.56,122.24,2.43,Very High,29673.12
135086,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Direct Plan- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.315,-6.4,36.58,10.08,0.74,Moderate,32547.69
135084,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,12.315,-0.51,28.25,54.06,1.63,High,17253.39
135085,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,11.9048,19.62,31.33,59.13,2.41,Moderate,10774.23
135087,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan A- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.9048,12.31,48.37,144.21,1.25,Low,46092.53
135231,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,12.3167,26.61,7.73,52.63,1.2,High,25312.66
135230,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Direct Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.3167,-1.69,27.05,50.51,0.76,Very High,16944.91
135229,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,11.9469,10.22,64.7,106.94,1.52,Low,48555.51
135228,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan B-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.9469,18.13,12.38,109.4,1.49,Moderate,7418.83
135435,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Direct Plan-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,12.1021,1.38,43.87,101.3,0.89,Very High,41738.39
135434,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Direct Plan-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.1021,9.7,66.54,31.7,1.96,Moderate,46503.55
135433,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,11.7556,32.62,21.05,36.51,1.47,Moderate,24575.63
135432,Reliance Dual Advantage Fixed Tenure Fund VIII- Plan C- Growth Option,Nippon India Mutual Fund,Close Ended Schemes,11.7556,28.02,51.99,118.26,2.06,Low,14844.23
146735,Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,7.87,49.37,22.55,1.19,Very High,21216.26
146738,Reliance Fixed Horizon Fund XLI - Series 2 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,10.1951,25.31,28.82,83.28,1.96,Moderate,545.19
146736,Reliance Fixed Horizon Fund XLI - Series 2 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,10.57,54.45,66.33,0.32,Very High,25964.52
146737,Reliance Fixed Horizon Fund XLI - Series 2 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,10.1898,30.86,27.46,124.16,0.86,Moderate,8855.02
117779,Reliance Fixed Horizon Fund - XXII - Series 21 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,19.46,38.84,97.54,0.47,Low,25158.17
117778,Reliance Fixed Horizon Fund - XXII - Series 21 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.9924,13.4,68.21,101.92,2.24,High,46706.79
117795,Reliance Fixed Horizon Fund - XXII - Series 22 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,3.41,46.05,96.44,1.95,Moderate,30813.81
117794,Reliance Fixed Horizon Fund - XXII - Series 22 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.8537,34.2,18.35,13.59,2.1,Very High,18230.72
117797,Reliance Fixed Horizon Fund - XXII - Series 23 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-2.32,72.07,86.81,1.82,Very High,41348.47
117796,Reliance Fixed Horizon Fund - XXII - Series 23 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.8692,18.2,22.13,96.55,0.22,High,891.95
117813,Reliance Fixed Horizon Fund - XXII - Series 24 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,12.8591,27.44,16.14,47.91,2.0,Moderate,24171.32
117814,Reliance Fixed Horizon Fund - XXII - Series 24 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,15.0562,30.87,45.29,36.49,1.51,Moderate,12924.18
117849,Reliance Fixed Horizon Fund - XXII - Series 26 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,23.21,10.3,59.1,0.74,Very High,31957.13
117848,Reliance Fixed Horizon Fund - XXII - Series 26 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.997,30.96,46.82,83.17,1.43,Low,2420.92
117967,Reliance Fixed Horizon Fund - XXII - Series 29 - Dividend Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-8.16,41.02,91.68,1.03,Moderate,35932.92
117966,Reliance Fixed Horizon Fund - XXII - Series 29 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.8506,25.2,44.09,81.18,2.13,Low,49163.89
117976,Reliance Fixed Horizon Fund XXII - Sereis 30 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,14.7933,15.17,56.51,142.98,2.22,High,48339.55
117975,Reliance Fixed Horizon Fund XXII - Series 30 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.8033,32.56,73.18,117.01,1.1,Moderate,29788.88
118223,Reliance Fixed Horizon Fund - XXII - Series 34 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,18.47,64.09,47.45,0.67,High,4227.81
118222,Reliance Fixed Horizon Fund - XXII -Series -34 Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.9275,18.72,28.83,16.53,2.37,Low,32441.89
122458,Reliance Fixed Horizon Fund - XXIII - Series 11 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.8722,4.0,59.76,115.26,1.8,High,31171.56
122455,Reliance Fixed Horizon Fund - XXIII - Series 11 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,0.43,41.35,97.86,1.47,Moderate,37753.3
122457,Reliance Fixed Horizon Fund - XXIII - Series 11 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.7733,7.15,57.93,15.22,2.22,Moderate,48959.19
122615,Reliance Fixed Horizon Fund - XXIII - Series 12 - Direct Plan - Growth  Option,Nippon India Mutual Fund,Close Ended Schemes,13.8038,27.13,65.64,98.66,1.14,High,7259.1
122617,Reliance Fixed Horizon Fund - XXIII - Series 12 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-4.32,32.08,20.36,0.29,Moderate,32185.92
122614,Reliance Fixed Horizon Fund - XXIII - Series 12 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.7083,15.29,16.81,124.21,1.77,High,17088.01
121757,Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,10.8,72.15,108.37,2.15,Low,25415.6
121755,Reliance Fixed Horizon Fund - XXIII - Series 8 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.0124,21.18,13.77,133.03,0.92,Moderate,19930.38
121756,Reliance Fixed Horizon Fund - XXIII - Series 8 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,32.61,61.09,73.75,1.81,Moderate,42294.47
121758,Reliance Fixed Horizon Fund - XXIII - Series 8 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.9384,12.32,34.92,126.65,1.29,Moderate,38123.19
123456,Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,18.55,73.16,11.99,0.87,Moderate,3086.22
123457,Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.0824,-5.08,48.6,107.71,1.1,High,5954.28
123455,Reliance Fixed Horizon Fund - XXIV - Series 10 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,12.6,25.7,53.24,1.1,High,24327.27
123454,Reliance Fixed Horizon Fund - XXIV - Series 10 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.9473,-4.01,48.42,61.94,0.4,High,8953.59
123459,Reliance Fixed Horizon Fund - XXIV - Series 11 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.993,7.84,6.25,125.97,1.02,Moderate,5898.78
123458,Reliance Fixed Horizon Fund - XXIV - Series 11 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.8722,9.44,48.32,144.47,1.9,High,18657.07
123569,Reliance Fixed Horizon Fund - XXIV - Series 13 -Direct Plan -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.3252,20.32,70.99,112.18,0.46,Moderate,11504.72
123568,Reliance Fixed Horizon Fund - XXIV - Series 13 -Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,32.59,29.69,34.42,0.28,Low,16413.36
123567,Reliance Fixed Horizon Fund - XXIV - Series 13 -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.0958,27.15,17.49,86.22,0.34,Moderate,21049.44
123742,Reliance Fixed Horizon Fund - XXIV - Series 15-Direct Plan -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,15.0336,3.05,30.71,49.01,1.67,Low,7448.96
123741,Reliance Fixed Horizon Fund - XXIV - Series 15-Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,13.98,73.19,80.99,0.7,High,30180.73
123740,Reliance Fixed Horizon Fund - XXIV - Series 15-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.87,23.93,25.05,97.74,1.3,High,2155.38
123982,Reliance Fixed Horizon Fund - XXIV - Series 16 - Direct Plan - Growth Plan,Nippon India Mutual Fund,Close Ended Schemes,13.1293,13.1,48.24,115.85,1.37,High,45087.04
123985,Reliance Fixed Horizon Fund - XXIV - Series 16 - Growth Plan,Nippon India Mutual Fund,Close Ended Schemes,13.0887,11.69,53.04,136.86,0.75,Moderate,31646.29
124097,Reliance Fixed Horizon Fund - XXIV - Series 17 -Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,33.82,56.6,113.09,1.95,High,1097.3
124099,Reliance Fixed Horizon Fund - XXIV - Series 17- Direct Plan -Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,12.06,58.73,15.03,1.26,Very High,22173.47
124098,Reliance Fixed Horizon Fund - XXIV - Series 17-Direct Plan -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.1119,-1.1,46.96,12.02,1.47,Very High,23699.85
124096,Reliance Fixed Horizon Fund - XXIV - Series 17-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.008,30.18,50.87,14.82,2.38,Very High,41186.37
124213,Reliance Fixed Horizon Fund - XXIV - Series 18 -Direct Plan -Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.1299,32.13,24.75,114.76,1.55,Moderate,47774.0
124211,Reliance Fixed Horizon Fund - XXIV - Series 18 -Dividend Payout Optioin,Nippon India Mutual Fund,Close Ended Schemes,10.0,15.74,52.45,48.28,2.39,Moderate,43686.83
124210,Reliance Fixed Horizon Fund - XXIV - Series 18-Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.0897,-3.52,67.99,89.2,1.17,High,35531.85
122903,Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,28.42,29.93,18.73,2.04,Low,47360.08
122902,Reliance Fixed Horizon Fund - XXIV - Series 2 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,15.785,-3.19,71.32,59.58,0.15,Moderate,42031.56
122901,Reliance Fixed Horizon Fund - XXIV - Series 2 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,2.6,50.4,94.7,0.84,Moderate,7549.47
122900,Reliance Fixed Horizon Fund - XXIV - Series 2 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,15.5551,2.0,65.68,75.89,1.39,Moderate,19589.92
124250,Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,1.09,16.64,93.92,1.97,Low,48568.52
124249,Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.1969,20.43,53.42,29.29,2.18,Low,696.33
124252,Reliance Fixed Horizon Fund - XXIV - Series 20 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-2.37,30.46,23.68,2.32,Moderate,21296.3
124251,Reliance Fixed Horizon Fund - XXIV - Series 20 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,12.9991,15.52,27.68,17.42,0.86,Moderate,25030.63
124708,Reliance Fixed Horizon Fund - XXIV - Series 22 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,17.23,19.13,99.1,1.83,Low,27817.35
124707,Reliance Fixed Horizon Fund - XXIV - Series 22 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.6532,2.31,19.77,143.46,2.18,High,12985.2
124709,Reliance Fixed Horizon Fund - XXIV - Series 22 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,1.05,25.43,112.62,1.35,Very High,39416.24
124706,Reliance Fixed Horizon Fund - XXIV - Series 22 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,13.5557,9.78,50.45,80.53,1.68,Moderate,43912.48
125153,Reliance Fixed Horizon Fund - XXIV - Series 24 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,15.1213,-1.54,65.64,107.81,2.44,High,21862.89
125152,Reliance Fixed Horizon Fund - XXIV - Series 24 - Direct Plan - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,15.1213,26.38,57.09,51.62,0.11,Very High,36716.82
125151,Reliance Fixed Horizon Fund - XXIV - Series 24 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,14.7971,34.91,42.64,139.26,1.96,Low,43744.51
125150,Reliance Fixed Horizon Fund - XXIV - Series 24 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.7971,22.91,59.21,111.8,0.9,Moderate,37949.93
125195,Reliance Fixed Horizon Fund - XXIV - Series 25 - Direct Plan - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,-6.99,74.63,113.96,0.48,Moderate,26488.27
125194,Reliance Fixed Horizon Fund - XXIV - Series 25 - Dividend Payout Option,Nippon India Mutual Fund,Close Ended Schemes,10.0,27.75,65.08,39.21,0.73,High,41554.7
125193,Reliance Fixed Horizon Fund - XXIV - Series 25 - Growth Option,Nippon India Mutual Fund,Close Ended Schemes,14.1524,33.39,6.9,28.96,1.51,High,5509.86
